playlist_name,playlist_id,pos,artist_name,track_name,album_name,duration_ms,track_uri,popularity,energy,danceability,liveness,valence,track_genre
Feel Good Music,12024,24,Kool & The Gang,Get Down On It - Single Version,The Very Best Of Kool & The Gang,212906,spotify:track:1OsCKwNZxph96EkNusILRy,1.0,0.627,0.879,0.056,0.968,disco
Feel Good Music,12024,26,The Beatles,Hey Jude - Remastered 2015,1,425653,spotify:track:3H7sv3Krffn15BufUuXzf3,74.0,0.607,0.386,0.088,0.532,british
Feel Good Music,12024,27,Kool & The Gang,Celebration,Celebrate!,298866,spotify:track:5wiu4PUC6CLNNbC48vqGOb,1.0,0.782,0.857,0.0495,0.899,disco
Feel Good Music,12024,28,Ray Charles,Hit the Road Jack,Georgia On My Mind,118266,spotify:track:49fzPkBb3aOUWYRKaTWVhm,70.0,0.571,0.598,0.513,0.962,blues
ALEX,12025,9,Saint Motel,My Type,My Type,206393,spotify:track:7rqyZM53JpYj86avtfmyeg,70.0,0.896,0.595,0.0748,0.567,alt-rock
ALEX,12025,32,Sum 41,In Too Deep,"All Killer, No Filler",207093,spotify:track:68pN2UQYhwQgPy7VrCFKuV,76.0,0.844,0.568,0.0607,0.766,punk
ALEX,12025,37,George Ezra,Budapest,Wanted On Voyage,200720,spotify:track:7GJClzimvMSghjcrKxuf1M,79.0,0.455,0.717,0.11,0.389,folk
ALEX,12025,44,Good Charlotte,The Anthem,Good Charlotte/The Young And The Hopeless,175093,spotify:track:3SqOC9IRDYGSq9cH6K2GQI,74.0,0.939,0.494,0.139,0.893,metal
ALEX,12025,46,Bowling For Soup,1985,A Hangover You Don't Deserve,193000,spotify:track:5oQcOu1omDykbIPSdSQQNJ,71.0,0.887,0.606,0.337,0.903,punk-rock
ALEX,12025,47,The All-American Rejects,Gives You Hell,When The World Comes Down,213106,spotify:track:6ihL9TjfRjadfEePzXXyVF,0.0,0.675,0.725,0.0537,0.595,punk-rock
ALEX,12025,52,Elle King,Ex's & Oh's,Love Stuff,202173,spotify:track:2vW5tqS1EFel9yYOQ7WZmE,73.0,0.921,0.612,0.0576,0.446,blues
ALEX,12025,62,Jai Wolf,Indian Summer,Indian Summer,248480,spotify:track:1mia2jUSO5ea1Pe7xmsLV0,58.0,0.825,0.435,0.0845,0.0425,edm
ALEX,12025,75,Adele,Hello,25,295493,spotify:track:4sPmO7WMQUAf45kwMOtONw,74.0,0.43,0.578,0.0854,0.288,british
ALEX,12025,78,Ellie Goulding,Something In The Way You Move,Delirium,227423,spotify:track:6Wytqpe4mfmyeT8s1xbczG,0.0,0.804,0.66,0.129,0.359,dance
ALEX,12025,79,Zara Larsson,Lush Life,So Good,201122,spotify:track:1rIKgCH4H52lrvDcz50hS8,78.0,0.712,0.694,0.211,0.799,dance
ALEX,12025,80,Twenty One Pilots,Stressed Out,Blurryface,202333,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,85.0,0.637,0.734,0.0602,0.648,rock
ALEX,12025,83,The Neighbourhood,Cry Baby,Wiped Out!,235160,spotify:track:0EfsDEYaSjGYd66Pr881nq,74.0,0.656,0.581,0.101,0.338,alt-rock
ALEX,12025,84,The Neighbourhood,Afraid,I Love You.,251186,spotify:track:7brQHA2CgQpcMBiOlfiXYb,77.0,0.701,0.464,0.335,0.356,alt-rock
ALEX,12025,87,Sara Bareilles,Love Song,Little Voice,258826,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,73.0,0.786,0.583,0.188,0.573,acoustic
ALEX,12025,88,Corinne Bailey Rae,Put Your Records On,Corinne Bailey Rae,213538,spotify:track:2dEJE18eoskLm4bjSW6kmY,0.0,0.506,0.736,0.134,0.563,british
ALEX,12025,100,The Killers,Somebody Told Me,Hot Fuss,197160,spotify:track:7HGTkn2aX7MNdKs7nV2xBt,0.0,0.981,0.508,0.0555,0.746,alt-rock
ALEX,12025,101,The Killers,Mr. Brightside,Hot Fuss,222586,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,2.0,0.931,0.344,0.0903,0.251,alt-rock
ALEX,12025,102,The Killers,Human,Day & Age,245360,spotify:track:5mhUPDWQH3s544WCsa0r9w,75.0,0.8,0.557,0.0906,0.582,alt-rock
ALEX,12025,110,Miike Snow,Genghis Khan,iii,212146,spotify:track:6MDijuuArPJv1vbp7K1x3f,62.0,0.847,0.688,0.598,0.453,swedish
ALEX,12025,118,M83,Midnight City,"Hurry Up, We're Dreaming",241440,spotify:track:1eyzqe2QqGZUmfcPZtrIyt,76.0,0.729,0.507,0.0658,0.272,french
ALEX,12025,120,CHVRCHES,The Mother We Share,The Bones Of What You Believe,190160,spotify:track:3PvzvltQZLIKk9YgoMP3Yq,51.0,0.722,0.462,0.127,0.327,synth-pop
ALEX,12025,122,Lord Huron,Ends of the Earth,Lonesome Dreams,284146,spotify:track:7BjrIfovz8y9dTtazrh1iY,69.0,0.584,0.555,0.254,0.41,folk
ALEX,12025,123,MGMT,Kids,Oracular Spectacular/Congratulations,302840,spotify:track:5QldjuXcxplhjjUqLrzl6H,78.0,0.931,0.451,0.361,0.172,alt-rock
ALEX,12025,126,Cold War Kids,First,Hold My Home,200360,spotify:track:3omXshBamrREltcf24gYDC,67.0,0.692,0.468,0.523,0.561,blues
ALEX,12025,131,ZAYN,PILLOWTALK,Mind Of Mine (Deluxe Edition),202746,spotify:track:0PDUDa38GO8lMxLCRc4lL1,78.0,0.7,0.584,0.0939,0.438,dance
ALEX,12025,150,Jaymes Young,I'll Be Good,Feel Something,247346,spotify:track:4JuJZzGcswQszYiKJSnC6i,0.0,0.277,0.393,0.0966,0.123,rock
ALEX,12025,153,Hollow Coves,The Woods,Wanderlust,241546,spotify:track:08bo51XXjxoJRv3O9tuUaj,61.0,0.41,0.802,0.0941,0.224,folk
ALEX,12025,164,Glass Animals,Gooey,ZABA,289306,spotify:track:5b9iBVhfYxDF4JJcHrNIx5,71.0,0.369,0.487,0.0925,0.106,indie-pop
ALEX,12025,166,M.I.A.,Paper Planes,Kala,203760,spotify:track:1kusepF3AacIEtUTYrw4GV,77.0,0.848,0.447,0.65,0.485,indie-pop
ALEX,12025,186,The Lumineers,Ophelia,Cleopatra,160106,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4,79.0,0.573,0.664,0.0857,0.566,folk
ALEX,12025,189,The Strumbellas,Spirits,Hope,203653,spotify:track:2H6dHxAxGq5oQ9EiinNpXT,63.0,0.657,0.556,0.113,0.79,folk
ALEX,12025,190,St. Lucia,Dancing On Glass,Matter,246333,spotify:track:0aersVHlGGXcHeRvHtuaSt,55.0,0.945,0.564,0.359,0.399,synth-pop
ALEX,12025,191,Cage The Elephant,Cigarette Daydreams,Melophobia,208760,spotify:track:2tznHmp70DxMyr2XhWLOW0,79.0,0.676,0.636,0.0831,0.273,blues
ALEX,12025,192,Andrew McMahon in the Wilderness,Cecilia And The Satellite,Andrew McMahon In The Wilderness,223879,spotify:track:2Kgjd9G808FhUDRhS2gidG,61.0,0.844,0.381,0.318,0.239,piano
ALEX,12025,193,The 1975,The Sound,"I like it when you sleep, for you are so beautiful yet so unaware of it",248880,spotify:track:316r1KLN0bcmpr7TZcMCXT,63.0,0.936,0.648,0.482,0.566,alt-rock
ALEX,12025,197,Grouplove,Tongue Tied,Never Trust A Happy Song,218013,spotify:track:0GO8y8jQk1PkHzS31d699N,79.0,0.936,0.56,0.161,0.371,alt-rock
ALEX,12025,204,COIN,Talk Too Much,How Will You Know If You Never Try,187133,spotify:track:4djIFfof5TpbSGRZUpsTXq,72.0,0.888,0.598,0.347,0.482,indie-pop
Reggae ,12028,50,J Boog,Let's Do It Again,J Boog - EP,192893,spotify:track:6LfJVV4oNiz7KeDrZUf8ty,64.0,0.696,0.631,0.0784,0.927,j-pop
feels,12029,2,Hozier,Work Song,Hozier,229715,spotify:track:3UfCFlGruX0DRPCpD1V3pU,63.0,0.388,0.432,0.112,0.256,singer-songwriter
feels,12029,5,The Weeknd,Die For You,Starboy,260253,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,88.0,0.525,0.582,0.134,0.51,pop
morning,12030,2,Bruno Mars,That's What I Like,24K Magic,206693,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,83.0,0.56,0.853,0.0944,0.86,dance
morning,12030,4,The Strokes,Last Nite,Is This It,193506,spotify:track:7kzKAuUzOITUauHAhoMoxA,74.0,0.91,0.624,0.0789,0.767,alt-rock
morning,12030,9,Gorillaz,Clint Eastwood,Gorillaz,340920,spotify:track:7yMiX7n9SBvadzox8T5jzT,3.0,0.694,0.663,0.0698,0.525,alternative
morning,12030,10,The Cure,Friday I'm In Love,Wish,215160,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,1.0,0.946,0.552,0.368,0.458,punk-rock
morning,12030,12,Saint Motel,My Type,My Type,206393,spotify:track:7rqyZM53JpYj86avtfmyeg,70.0,0.896,0.595,0.0748,0.567,alt-rock
morning,12030,13,Arctic Monkeys,I Wanna Be Yours,AM,183956,spotify:track:7a8GawTVgHZvBLQOh46he7,92.0,0.417,0.464,0.0974,0.479,garage
morning,12030,17,The Chainsmokers,Paris,Memories...Do Not Open,221506,spotify:track:72jbDTw1piOOj770jWNeaG,74.0,0.658,0.653,0.0939,0.219,dance
morning,12030,22,Calvin Harris,Summer,Motion,222533,spotify:track:6YUTL4dYpB9xZO5qExPf05,82.0,0.856,0.596,0.141,0.743,electro
morning,12030,24,The Raconteurs,"Steady, As She Goes",Broken Boy Soldiers,215293,spotify:track:2i37Y95xkPhHtoYBywVBUm,70.0,0.578,0.525,0.108,0.537,blues
morning,12030,25,Peter Bjorn and John,Young Folks,Writer's Block,276693,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,76.0,0.812,0.699,0.105,0.662,alt-rock
morning,12030,29,Kendrick Lamar,HUMBLE.,DAMN.,177000,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,84.0,0.621,0.908,0.0958,0.421,hip-hop
morning,12030,45,Nina Simone,Lilac Wine,Wild Is The Wind,253800,spotify:track:2qhievF6KHSxylW7XBt1pz,0.0,0.143,0.393,0.0962,0.21,soul
morning,12030,48,Mungo Jerry,In the Summertime,In the Summertime,211880,spotify:track:3RNyGLgSvmVRZ7xKUp8Wgd,27.0,0.449,0.754,0.162,0.973,blues
ACL 2013,12031,5,The Cure,Friday I'm In Love,Wish,215160,spotify:track:4QlzkaRHtU8gAdwqjWmO8n,1.0,0.946,0.552,0.368,0.458,punk-rock
ACL 2013,12031,6,The Cure,Just Like Heaven,"Kiss Me, Kiss Me, Kiss Me",212013,spotify:track:4NnWuGQujzWUEg0uZokO5M,72.0,0.94,0.437,0.222,0.48,punk-rock
ACL 2013,12031,41,Eric Church,Drink In My Hand,Chief,191306,spotify:track:1cktZnxiONH0hR6Q3DKy8h,0.0,0.913,0.626,0.293,0.946,country
ACL 2013,12031,45,Arctic Monkeys,Fluorescent Adolescent,Favourite Worst Nightmare,173493,spotify:track:7e8utCy2JlSB8dRHKi49xM,79.0,0.828,0.654,0.122,0.79,garage
ACL 2013,12031,46,Arctic Monkeys,I Bet You Look Good On The Dancefloor,"Whatever People Say I Am, That's What I'm Not",173680,spotify:track:3DQVgcqaP3iSMbaKsd57l5,75.0,0.948,0.535,0.376,0.778,garage
ACL 2013,12031,47,Arctic Monkeys,Mardy Bum,"Whatever People Say I Am, That's What I'm Not",175440,spotify:track:2fyIS6GXMgUcSv4oejx63f,74.0,0.599,0.634,0.197,0.312,garage
ACL 2013,12031,48,Arctic Monkeys,When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not",202133,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,76.0,0.875,0.348,0.117,0.407,garage
ACL 2013,12031,56,Franz Ferdinand,Take Me Out,Franz Ferdinand,237026,spotify:track:6ooluO7DiEhI1zmK94nRCM,79.0,0.663,0.277,0.136,0.527,alt-rock
ACL 2013,12031,87,Grouplove,Tongue Tied,Never Trust A Happy Song,218013,spotify:track:0GO8y8jQk1PkHzS31d699N,79.0,0.936,0.56,0.161,0.371,alt-rock
Hits,12032,64,Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,228706,spotify:track:3XVBdLihbNbxUwZosxcGuJ,80.0,0.444,0.609,0.104,0.166,soul
Hits,12032,91,Lady Gaga,Poker Face,The Fame,237200,spotify:track:1QV6tiMFM6fSOKOGLMHYYg,3.0,0.818,0.851,0.0945,0.808,dance
Hits,12032,100,Lady Gaga,Judas,Born This Way,249066,spotify:track:7F25roCtYi55JouckaayPC,10.0,0.937,0.661,0.355,0.535,dance
Hits,12032,102,Lady Gaga,Bloody Mary,Born This Way,244760,spotify:track:53jnnqFSRGMDB9ADrNriCA,11.0,0.638,0.584,0.101,0.456,dance
Hits,12032,106,Lady Gaga,Bad Romance,The Fame Monster,294573,spotify:track:5P5cGNzqh6A353N3ShDK6Y,0.0,0.921,0.695,0.0842,0.714,dance
Hits,12032,109,Lady Gaga,Dance In The Dark,The Fame Monster,288960,spotify:track:6pvdo2tv6KAcbOeEofiWBP,0.0,0.751,0.639,0.163,0.14,dance
Hits,12032,110,Lady Gaga,Teeth,The Fame Monster,220693,spotify:track:2gxHiPW79a1zO5sWOtza3g,3.0,0.833,0.713,0.0868,0.552,dance
Hits,12032,113,Lady Gaga,Paparazzi,The Fame,208306,spotify:track:02XnQdf7sipaKBBHixz3Zp,4.0,0.734,0.761,0.086,0.375,dance
Hits,12032,118,Lady Gaga,Dance In The Dark,The Fame Monster,288960,spotify:track:6pvdo2tv6KAcbOeEofiWBP,0.0,0.751,0.639,0.163,0.14,dance
Hits,12032,125,Britney Spears,Gimme More,Blackout,251240,spotify:track:6ic8OlLUNEATToEFU3xmaH,79.0,0.844,0.788,0.0723,0.382,dance
Hits,12032,177,Cyndi Lauper,Girls Just Want to Have Fun,She's So Unusual,238266,spotify:track:4y1LsJpmMti1PfRQV9AWWe,79.0,0.799,0.71,0.349,0.725,disco
Hits,12032,185,Tina Turner,Proud Mary,What's Love Got To Do With It,327400,spotify:track:6gJdDnF2TzfA1WPMXuCa3x,67.0,0.499,0.397,0.111,0.367,disco
Hits,12032,187,Tina Turner,What's Love Got to Do with It,Simply The Best,226880,spotify:track:6FcQD1qOpqV8NdhY45sKyI,0.0,0.482,0.855,0.151,0.795,disco
Hits,12032,189,The Supremes,You Can't Hurry Love,The Supremes A' Go-Go,167933,spotify:track:5bQduNI1lNfkNbDCKhBNX6,74.0,0.711,0.63,0.0813,0.659,disco
Hits,12032,218,No Doubt,Don't Speak,Tragic Kingdom,263000,spotify:track:5PsUB0ISfQxRLhF5DmI5Ks,0.0,0.752,0.508,0.142,0.554,alt-rock
Hits,12032,219,No Doubt,Just A Girl,Tragic Kingdom,208400,spotify:track:36bOT34EdRNrNhCWMwNJKu,1.0,0.937,0.635,0.134,0.78,alt-rock
Hits,12032,220,No Doubt,It's My Life,It's My Life,226053,spotify:track:1OutzYv6YiN93lrT3pJsWR,1.0,0.75,0.606,0.321,0.771,alt-rock
Hits,12032,221,No Doubt,Spiderwebs,Tragic Kingdom,266733,spotify:track:020gYw7juUaNs2tLYMlfms,1.0,0.924,0.485,0.248,0.661,alt-rock
Mothers Day ,12033,10,Avicii,Hey Brother,True,255093,spotify:track:3zKST4nk4QJE77oLjUZ0Ng,77.0,0.78,0.545,0.0828,0.458,edm
Mothers Day ,12033,12,Audioslave,Be Yourself,Out of Exile,278973,spotify:track:7r9ZTgy31yObGZE6ZYDlQg,72.0,0.845,0.423,0.213,0.317,alt-rock
Mothers Day ,12033,17,Alice In Chains,Don't Follow,Jar Of Flies,262133,spotify:track:7CI0VS6ETno5mgHi4PoCrY,57.0,0.37,0.314,0.122,0.28,grunge
Mothers Day ,12033,29,Pearl Jam,Just Breathe,Backspacer,215853,spotify:track:0iEEDY73hQFa6Ms5KWFQqM,69.0,0.348,0.473,0.0823,0.283,grunge
Mothers Day ,12033,30,Avicii,The Days,The Days / Nights,278480,spotify:track:5Iy2Jj87Ha0C0IBlNE1I4y,0.0,0.724,0.59,0.142,0.526,dance
Mothers Day ,12033,39,The Lumineers,Stubborn Love,The Lumineers,277333,spotify:track:15twB7zTglmu0Bg8gW4Mrm,68.0,0.544,0.596,0.262,0.262,folk
Mothers Day ,12033,42,Foo Fighters,Learn to Fly,There Is Nothing Left To Lose,235293,spotify:track:5OQsiBsky2k2kDKy2bX2eT,77.0,0.919,0.465,0.262,0.537,alt-rock
Mothers Day ,12033,53,Steve Winwood,Valerie,Talking Back To The Night,246666,spotify:track:5ZOUxrcH0VVDgTshD5QJri,0.0,0.766,0.679,0.111,0.679,country
Mothers Day ,12033,54,The Doobie Brothers,Long Train Runnin',The Captain And Me,207266,spotify:track:4nXkbcTj3nyww1cHkw5RAP,72.0,0.912,0.575,0.0562,0.843,blues
Mothers Day ,12033,64,Young the Giant,Cough Syrup,Young the Giant,249520,spotify:track:1UqhkbzB1kuFwt2iy4h29Q,0.0,0.721,0.533,0.115,0.225,alt-rock
Spring 2015,12034,8,Ariana Grande,One Last Time,My Everything,197253,spotify:track:7bJwvubZZaoGE1AGEfu8Fi,83.0,0.593,0.628,0.096,0.104,dance
Spring 2015,12034,9,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium,252534,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,79.0,0.606,0.262,0.125,0.275,dance
Spring 2015,12034,10,Tove Lo,Not On Drugs,Queen Of The Clouds,182346,spotify:track:3VCmztoNt9AMNFnh70na3d,47.0,0.635,0.7,0.135,0.594,synth-pop
Spring 2015,12034,34,Mohombi,Bumpy Ride,MoveMeant,224720,spotify:track:4flXUmmCKe1GAAvIoptHq7,72.0,0.842,0.706,0.134,0.818,dance
Spring 2015,12034,40,Rupee,Tempted To Touch,STRICTLY THE BEST VOL. 31,207546,spotify:track:7ye65LYY08VtgesVKcuHUo,52.0,0.847,0.835,0.0771,0.926,dancehall
throwin it back ,12035,9,Fountains Of Wayne,Stacy's Mom,Welcome Interstate Managers,197986,spotify:track:27L8sESb3KR79asDUBu8nW,76.0,0.75,0.774,0.0808,0.927,alt-rock
throwin it back ,12035,15,Iyaz,Replay,Replay,182306,spotify:track:4E5P1XyAFtrjpiIxkydly4,76.0,0.751,0.706,0.168,0.195,dance
throwin it back ,12035,25,Sean Paul,Temperature,The Trinity,218573,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,79.0,0.6,0.951,0.0712,0.822,dance
throwin it back ,12035,37,Justin Bieber,One Time,My World,215866,spotify:track:6eDApnV9Jdb1nYahOlbbUh,3.0,0.856,0.69,0.0761,0.74,pop
throwin it back ,12035,43,Red Hot Chili Peppers,Californication,Californication,329733,spotify:track:48UPSzbZjgc449aqz8bxox,2.0,0.765,0.592,0.127,0.327,alt-rock
throwin it back ,12035,44,Third Eye Blind,Semi-Charmed Life,Third Eye Blind,268360,spotify:track:42et6fnHCw1HIPSrdPprMl,75.0,0.864,0.64,0.123,0.701,grunge
throwin it back ,12035,45,Third Eye Blind,Jumper - 1998 Edit,Third Eye Blind,272973,spotify:track:3354J49VpkbZJho7Ztdzpw,67.0,0.543,0.599,0.291,0.624,grunge
throwin it back ,12035,54,Selena Gomez,Come & Get It,Stars Dance,231986,spotify:track:5U2m76qAMdr3gXI0g6ptlG,0.0,0.783,0.552,0.0954,0.575,dance
throwin it back ,12035,56,Good Charlotte,The Anthem,Good Charlotte/The Young And The Hopeless,175093,spotify:track:3SqOC9IRDYGSq9cH6K2GQI,74.0,0.939,0.494,0.139,0.893,metal
Michaela,12036,8,Yusuf / Cat Stevens,Father And Son,Tea For The Tillerman,221000,spotify:track:2tbdjsdJ9xtyunKnZBkGxF,74.0,0.326,0.495,0.0996,0.371,british
Michaela,12036,25,Fetty Wap,Trap Queen,Fetty Wap,222093,spotify:track:2d8JP84HNLKhmd6IYOoupQ,74.0,0.873,0.746,0.354,0.817,j-dance
Michaela,12036,27,The Fratellis,Whistle For The Choir,Costello Music,215813,spotify:track:3rXCnvL6xP83VsYUg4rm7e,50.0,0.696,0.595,0.12,0.725,garage
STUDY,12037,9,Hans Zimmer,Cornfield Chase,Interstellar: Original Motion Picture Soundtrack (Deluxe Digital Version),126959,spotify:track:15WRWc3qqlyAzTne9q5tQK,74.0,0.226,0.18,0.0998,0.048,german
STUDY,12037,16,Ramin Djawadi,Light of the Seven,Game of Thrones (Music from the HBO® Series - Season 6),589094,spotify:track:6iLzFJhs4ATwJn7P1utZIJ,61.0,0.102,0.273,0.268,0.0583,german
STUDY,12037,20,Ludovico Einaudi,Nuvole Bianche,Una Mattina,357706,spotify:track:3weNRklVDqb4Rr5MhKBR3D,73.0,0.0582,0.191,0.0941,0.0454,ambient
STUDY,12037,34,Alexandre Desplat,Statues,Harry Potter - The Deathly Hallows Part II,142773,spotify:track:2AFFaiIlripSpcTYZXNL7f,55.0,0.241,0.321,0.105,0.0795,french
STUDY,12037,50,Joep Beving,Ab Ovo,Prehension,288280,spotify:track:3CI3uK4pduq7bx1jJ6En6C,54.0,0.0429,0.393,0.0821,0.0394,ambient
STUDY,12037,55,Jóhann Jóhannsson,The Theory of Everything,The Theory of Everything (Original Motion Picture Soundtrack),68691,spotify:track:0kbLBB45YGGWNu3AUL6FIL,64.0,0.118,0.421,0.115,0.175,ambient
STUDY,12037,60,Yann Tiersen,"Comptine d'un autre été, l'après-midi",Amelie from Montmartre,140733,spotify:track:3YYKrn3iGOAel605Znt3ai,73.0,0.192,0.483,0.106,0.0542,ambient
STUDY,12037,68,Jóhann Jóhannsson,Forces of Attraction,The Theory of Everything (Original Motion Picture Soundtrack),123157,spotify:track:6YjNHauEMtw8cWsOnoBUf3,60.0,0.126,0.511,0.102,0.403,ambient
STUDY,12037,86,Joep Beving,Sleeping Lotus,Solipsism,152000,spotify:track:5I6Fw45e8wOsNldU1kYPr4,61.0,0.0268,0.312,0.107,0.188,ambient
STUDY,12037,87,Goldmund,Threnody,The Malady Of Elegance,281120,spotify:track:7hyAAjHZaDWSPDzlUYNUIa,57.0,0.00572,0.217,0.109,0.174,ambient
90's,12038,9,Pearl Jam,Even Flow,Ten,292580,spotify:track:6QewNVIDKdSl8Y3ycuHIei,76.0,0.944,0.394,0.298,0.265,alt-rock
90's,12038,15,Sade,No Ordinary Love,The Best Of Sade,440666,spotify:track:3YuqJ1TVQoh88GAGdoSK59,67.0,0.364,0.629,0.0941,0.701,british
90's,12038,17,Robin S,Show Me Love,Show Me Love,252106,spotify:track:4t0UsYzmmmZRMTWn77jiGF,69.0,0.833,0.811,0.0769,0.567,disco
90's,12038,62,Ginuwine,Pony,R&B: From Doo-Wop To Hip-Hop,251733,spotify:track:3pfXxHoydFRfD7IBGJTQAN,73.0,0.605,0.749,0.115,0.966,soul
90's,12038,71,Montell Jordan,Get It On Tonite,Get It On...Tonite,276224,spotify:track:3ii5VBrIXJXKEVkjx1IAdP,60.0,0.491,0.813,0.0817,0.868,j-dance
XO,12039,30,The Weeknd,Die For You,Starboy,260253,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,88.0,0.525,0.582,0.134,0.51,pop
XO,12039,36,The Weeknd,The Hills,Beauty Behind The Madness,242253,spotify:track:25khomWgBVamSdKw7hzm3l,3.0,0.551,0.565,0.139,0.125,pop
EVERYDAY,12040,8,Little Dragon,Ritual Union,Ritual Union,211266,spotify:track:4tc5UgZiIdz8LAISqEk1hP,59.0,0.738,0.7,0.22,0.796,trip-hop
EVERYDAY,12040,10,Bombay Bicycle Club,"Lights Out, Words Gone",A Different Kind Of Fix,301346,spotify:track:55LhCEkBGFj95SyhuhlSE6,57.0,0.76,0.649,0.107,0.654,british
EVERYDAY,12040,24,Unknown Mortal Orchestra,So Good At Being in Trouble,II,230146,spotify:track:5VarZFY00sO54HErJ3TPCI,67.0,0.435,0.829,0.119,0.594,chill
EVERYDAY,12040,25,Unknown Mortal Orchestra,Multi-Love,Multi-Love,250800,spotify:track:6Jb4oub0oD3jJls69ArCVz,60.0,0.506,0.784,0.139,0.544,psych-rock
EVERYDAY,12040,49,Washed Out,Amor Fati,Within and Without,266093,spotify:track:4XYxBgTd33PjJeiXnwVLwL,42.0,0.857,0.508,0.0738,0.531,synth-pop
EVERYDAY,12040,58,Unknown Mortal Orchestra,Multi-Love,Multi-Love,250800,spotify:track:6Jb4oub0oD3jJls69ArCVz,60.0,0.506,0.784,0.139,0.544,psych-rock
EVERYDAY,12040,61,Steely Dan,Only A Fool Would Say That,Can't Buy A Thrill,177533,spotify:track:6eT2fNwiVD04D3R4uP5qOv,63.0,0.531,0.803,0.197,0.965,psych-rock
EVERYDAY,12040,66,Melody's Echo Chamber,I Follow You,Melody's Echo Chamber,215586,spotify:track:3EEzQDCP8jRl2pEt9eDKMO,49.0,0.78,0.41,0.233,0.727,french
Chill,12043,2,Sublime,What I Got,Sublime,171066,spotify:track:5nkYHBWXu7KCgcdwP6jcB1,1.0,0.693,0.804,0.314,0.654,punk
Chill,12043,4,Weezer,El Scorcho,Pinkerton,243530,spotify:track:3g2gQMeeQAEPztiQKMlGSl,56.0,0.707,0.479,0.0932,0.661,power-pop
Chill,12043,12,Foo Fighters,Everlong,The Colour And The Shape,250546,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,84.0,0.881,0.413,0.0805,0.364,alt-rock
Chill,12043,18,Alice In Chains,No Excuses,Jar Of Flies,255573,spotify:track:4PtZE0h5oyPhCtPjg3NeYQ,64.0,0.838,0.527,0.07,0.721,grunge
Chill,12043,19,Alice In Chains,I Stay Away,Jar Of Flies,254400,spotify:track:6HnZsLUDrG3HTSbh8sq2u3,62.0,0.781,0.174,0.0822,0.276,grunge
Chill,12043,23,Audioslave,Be Yourself,Out of Exile,278973,spotify:track:7r9ZTgy31yObGZE6ZYDlQg,72.0,0.845,0.423,0.213,0.317,alt-rock
Chill,12043,24,Audioslave,Doesn't Remind Me,Out of Exile,255000,spotify:track:0o995gJCGebaza0LWybToU,64.0,0.768,0.457,0.103,0.232,grunge
Chill,12043,39,Red Hot Chili Peppers,My Friends,One Hot Minute,248640,spotify:track:6HksxcBzMVdT17aq1Q79Xe,5.0,0.71,0.303,0.131,0.327,rock
Chill,12043,40,Red Hot Chili Peppers,Road Trippin',Californication,204973,spotify:track:1XxCiPw07rd1ytYnE7SoJI,66.0,0.474,0.378,0.117,0.38,metal
Chill,12043,43,Red Hot Chili Peppers,Californication,Californication,329733,spotify:track:48UPSzbZjgc449aqz8bxox,2.0,0.765,0.592,0.127,0.327,alt-rock
Chill,12043,44,Red Hot Chili Peppers,Otherside,Californication,255373,spotify:track:64BbK9SFKH2jk86U3dGj2P,80.0,0.795,0.458,0.0756,0.513,alt-rock
Chill,12043,45,Red Hot Chili Peppers,Scar Tissue,Californication,215906,spotify:track:1G391cbiT3v3Cywg8T7DM1,79.0,0.717,0.595,0.108,0.547,alt-rock
Chill,12043,72,John Frusciante,The Will To Death,The Will To Death,228426,spotify:track:3x3zdepy3au5Uo81WIA9MG,51.0,0.113,0.498,0.108,0.296,acoustic
Chill,12043,73,John Frusciante,The Past Recedes,Curtains,233626,spotify:track:6Dm2KfuPBa3eXOgHaT88r4,51.0,0.334,0.381,0.411,0.171,acoustic
Chill,12043,74,Pearl Jam,Last Kiss,Last Kiss,195466,spotify:track:0QnONzv3TvHAWk294h6DaQ,71.0,0.692,0.622,0.193,0.774,alt-rock
Chill,12043,75,Pearl Jam,Yellow Ledbetter,Jeremy,303586,spotify:track:3bE5slaVEfaDreqARl6k4M,70.0,0.354,0.504,0.157,0.292,grunge
Chill,12043,79,Pearl Jam,Black,Ten,342653,spotify:track:5Xak5fmy089t0FYmh3VJiY,74.0,0.684,0.36,0.34,0.2,alt-rock
